Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AG-426-L20	66.36	0.05	Neural Network (Specific Model)	11	0.964	29321	283.94041170097506	812146	0.29	923	56	94786	None
AG-911-G06	81.97	0.0	Neural Network (Specific Model)	11	0.962	100239	296.332383665717	969693	0.3	1053	23	255652	None
AG-911-C13	72.93	0.0	Neural Network (Specific Model)	11	0.964	69782	296.2018140589569	810305	0.3	882	26	146189	None
AG-911-B23	76.71	0.01	Neural Network (Specific Model)	11	0.96	90784	294.54244861483465	1027032	0.3	1119	27	335496	None
AG-426-P20	76.44	0.16	Neural Network (Specific Model)	11	0.956	25877	287.4140316205534	909565	0.29	1012	59	62276	None
AG-911-K05	78.03	0.1	Neural Network (Specific Model)	11	0.969	103763	305.1662447257384	1116761	0.3	1185	33	317311	None
AG-911-G16	82.26	0.06	Neural Network (Specific Model)	11	0.964	72067	301.13257881972515	1156206	0.29	1237	36	141401	None
AG-430-F02	76.71	0.0	Neural Network (Specific Model)	11	0.97	69261	302.1506276150628	890410	0.29	956	32	161013	None
AG-426-P07	78.42	0.1	Neural Network (Specific Model)	11	0.97	65678	301.229802513465	1034400	0.29	1114	37	177139	None
AG-430-J18	70.62	0.06	Neural Network (Specific Model)	11	0.966	35704	296.60115052732505	957649	0.3	1043	64	86258	None
AG-912-F07	76.53	0.02	Neural Network (Specific Model)	11	0.963	132287	297.243	923126	0.29	1000	19	215951	None
AG-430-K18	76.56	0.0	Neural Network (Specific Model)	11	0.968	40072	298.68683957732947	960019	0.29	1041	38	224206	None
AG-430-L03	62.46	0.14	Neural Network (Specific Model)	11	0.964	22589	288.7873015873016	846099	0.3	945	61	67908	None
AG-912-L10	82.95	0.01	Neural Network (Specific Model)	11	0.962	67562	300.04725897920605	986749	0.29	1058	27	200460	None
AG-912-O16	60.53	0.02	Neural Network (Specific Model)	11	0.96	87452	293.287598944591	691927	0.3	758	27	165260	None
AG-430-P08	83.81	0.05	Neural Network (Specific Model)	11	0.965	54940	293.5375670840787	1017047	0.29	1118	39	137468	None
AG-912-M05	47.81	0.14	Neural Network (Specific Model)	11	0.964	44022	300.6864784546805	627602	0.3	673	31	77784	None
AG-912-M23	70.14	0.04	Neural Network (Specific Model)	11	0.962	78740	292.27106227106225	743473	0.3	819	24	128727	None
AG-912-M21	49.9	0.08	Neural Network (Specific Model)	11	0.968	43380	290.2538226299694	586183	0.29	654	24	84676	None
AG-912-P21	68.44	0.08	Neural Network (Specific Model)	11	0.961	48325	300.48165680473375	790079	0.3	845	43	89660	None
AG-912-P06	45.51	0.02	Neural Network (Specific Model)	11	0.969	25607	284.9670138888889	505894	0.3	576	42	62674	None
AG-435-B02	27.33	0.02	Neural Network (Specific Model)	11	0.948	7559	272.5578231292517	379251	0.29	441	56	31996	None
AG-435-I03	60.35	0.0	Neural Network (Specific Model)	11	0.968	22497	293.2957317073171	594305	0.3	656	44	44624	None
AG-435-J14	32.26	0.0	Neural Network (Specific Model)	11	0.967	12859	285.8838709677419	410731	0.3	465	51	29581	None
AG-913-I22	68.78	0.01	Neural Network (Specific Model)	11	0.968	59973	300.4217252396166	871484	0.29	939	27	289199	None
AG-435-M21	76.22	0.06	Neural Network (Specific Model)	11	0.963	48826	296.6302702702703	852052	0.3	925	39	143470	None
AG-439-C10	9.03	0.12	Neural Network (Specific Model)	11	0.96	10642	277.7185628742515	144329	0.29	167	19	21498	None
AG-435-O18	22.32	0.05	Neural Network (Specific Model)	11	0.965	16033	287.9046052631579	271057	0.3	304	25	34549	None
AG-914-B09	17.96	0.28	Neural Network (Specific Model)	11	0.966	9678	268.4790874524715	218778	0.3	263	28	23307	None
AG-439-K10	72.76	0.0	Neural Network (Specific Model)	11	0.965	33247	297.5192878338279	932677	0.29	1011	51	132014	None
AG-439-K19	65.66	0.23	Neural Network (Specific Model)	11	0.965	24969	286.80149812734084	710933	0.3	801	46	63895	None
AG-447-A11	8.84	0.0	Neural Network (Specific Model)	11	0.963	11711	270.4166666666667	161366	0.29	192	18	18677	None
AG-447-L04	71.09	0.04	Neural Network (Specific Model)	11	0.962	49113	298.99072164948456	901668	0.29	970	37	108891	None
AG-447-L11	46.15	0.04	Neural Network (Specific Model)	11	0.962	21998	285.4515625	567571	0.29	640	37	54435	None
AG-426-M22	84.29	0.0	Neural Network (Specific Model)	11	0.966	62327	297.87776793622675	1040832	0.29	1129	41	176269	None
AG-426-K11	34.89	0.0	Neural Network (Specific Model)	11	0.97	26054	291.2863436123348	407490	0.29	454	39	42210	None
AG-911-G05	78.28	0.01	Neural Network (Specific Model)	11	0.964	89389	294.5721295387635	931085	0.29	1019	31	197228	None
AG-911-G10	79.68	0.14	Neural Network (Specific Model)	11	0.963	70580	307.575965665236	1113283	0.3	1165	50	123941	None
AG-430-A09	72.46	0.06	Neural Network (Specific Model)	11	0.961	26638	295.84240687679085	963888	0.29	1047	62	72737	None
AG-911-J03	60.3	0.02	Neural Network (Specific Model)	11	0.974	44953	303.005547850208	670469	0.29	721	31	107524	None
AG-426-P23	82.81	0.0	Neural Network (Specific Model)	11	0.967	59307	298.83531564501374	1010242	0.29	1093	33	110362	None
AG-430-A02	80.31	0.07	Neural Network (Specific Model)	11	0.965	101653	301.50471204188483	892566	0.3	955	30	351410	None
AG-911-L11	83.05	0.1	Neural Network (Specific Model)	11	0.965	90509	306.180470793374	1088069	0.3	1147	24	202418	None
AG-430-A10	65.31	0.02	Neural Network (Specific Model)	11	0.967	32096	287.59135135135136	821787	0.29	925	43	77111	None
AG-911-L13	67.19	0.32	Neural Network (Specific Model)	11	0.964	50961	295.10510204081635	897069	0.3	980	38	123471	None
AG-430-B18	46.23	0.01	Neural Network (Specific Model)	11	0.966	22613	285.10758620689654	639593	0.29	725	59	56562	None
AG-430-C05	52.13	0.33	Neural Network (Specific Model)	11	0.963	29060	288.9192364170338	610719	0.29	681	41	96527	None
AG-911-M22	61.72	0.02	Neural Network (Specific Model)	11	0.964	34176	291.4882108183079	651622	0.3	721	43	93837	None
AG-430-C08	80.5	0.03	Neural Network (Specific Model)	11	0.964	132508	303.8722168441433	974097	0.3	1033	29	198038	None
AG-911-N13	58.07	0.01	Neural Network (Specific Model)	11	0.972	97845	294.235807860262	621794	0.3	687	15	139561	None
AG-911-L14	56.44	0.23	Neural Network (Specific Model)	11	0.961	58555	305.6980891719745	746958	0.33	785	22	118618	None
AG-430-A23	44.37	0.39	Neural Network (Specific Model)	11	0.963	9961	273.6268656716418	568766	0.29	670	75	37917	None
AG-911-N20	34.92	0.0	Neural Network (Specific Model)	11	0.961	36612	287.01559020044544	400935	0.3	449	18	139057	None
AG-430-E17	75.86	0.29	Neural Network (Specific Model)	11	0.967	34923	300.49271636675235	1085441	0.28	1167	60	102423	None
AG-430-D22	20.83	0.07	Neural Network (Specific Model)	11	0.961	7273	258.9630681818182	283706	0.3	352	45	29344	None
AG-912-A11	24.57	0.0	Neural Network (Specific Model)	11	0.965	19328	286.1128526645768	282781	0.3	319	25	41971	None
AG-430-F14	55.79	0.0	Neural Network (Specific Model)	11	0.965	21348	292.634900990099	733162	0.3	808	55	80329	None
AG-430-F15	48.54	0.0	Neural Network (Specific Model)	11	0.965	20399	285.1142857142857	587299	0.29	665	56	59059	None
AG-430-F17	58.3	0.0	Neural Network (Specific Model)	11	0.957	31985	291.02142857142854	891679	0.33	980	51	90813	None
AG-911-I16	80.69	0.0	Gradient Boost (General Model)	11	0.961	62204	299.235807860262	1066821	0.33	1145	37	249086	None
AG-426-K19	81.6	0.03	Neural Network (Specific Model)	11	0.962	59127	292.1257750221435	1025046	0.29	1129	40	124667	None
AG-426-N15	77.2	0.08	Neural Network (Specific Model)	11	0.962	37530	295.15627668659266	1074338	0.29	1171	46	121314	None
AG-911-K04	32.84	0.0	Neural Network (Specific Model)	11	0.965	45145	292.6483739837398	446350	0.3	492	26	125075	None
AG-911-K15	84.84	0.0	Neural Network (Specific Model)	11	0.966	204532	306.0083402835696	1135627	0.29	1199	18	391325	None
AG-911-J21	66.3	0.04	Neural Network (Specific Model)	11	0.965	120110	303.5949494949495	931099	0.29	990	20	274104	None
AG-911-O11	66.07	0.12	Neural Network (Specific Model)	11	0.968	42381	299.9311981020166	780953	0.3	843	36	98509	None
AG-912-A09	59.21	0.06	Neural Network (Specific Model)	11	0.964	38862	286.34777777777776	799456	0.3	900	40	88270	None
AG-912-C16	78.37	0.16	Neural Network (Specific Model)	11	0.959	127781	292.23185673892556	966519	0.3	1061	33	262654	None
AG-430-J17	68.37	0.07	Neural Network (Specific Model)	11	0.961	35847	298.0825515947467	988423	0.3	1066	56	68734	None
AG-912-F04	26.03	0.0	Neural Network (Specific Model)	11	0.972	17347	289.1498371335505	272850	0.3	307	21	55224	None
AG-430-K10	73.25	0.03	Neural Network (Specific Model)	11	0.962	61952	296.13997985901307	913877	0.29	993	35	175585	None
AG-912-E20	51.54	0.0	Neural Network (Specific Model)	11	0.962	30966	306.73901464713714	716859	0.33	751	39	77762	None
AG-430-J22	35.6	0.0	Neural Network (Specific Model)	11	0.946	12468	275.95418326693226	437771	0.31	502	48	54675	None
AG-430-K14	78.39	0.05	Neural Network (Specific Model)	11	0.963	30199	292.2259941804074	935726	0.29	1031	56	72488	None
AG-430-K19	84.75	0.09	Neural Network (Specific Model)	11	0.961	43362	292.448606271777	1044705	0.3	1148	42	108128	None
AG-430-O05	49.16	0.01	Neural Network (Specific Model)	11	0.96	12944	285.877914951989	648937	0.3	729	69	39055	None
AG-430-L07	50.8	0.06	Neural Network (Specific Model)	11	0.965	35496	298.3871951219512	606479	0.3	656	33	96701	None
AG-430-L10	38.45	0.91	Neural Network (Specific Model)	11	0.968	22704	294.7073643410853	469493	0.29	516	28	50788	None
AG-912-K05	74.09	0.0	Neural Network (Specific Model)	11	0.964	38235	291.5589692765114	912424	0.3	1009	44	153617	None
AG-430-O19	40.07	0.0	Neural Network (Specific Model)	11	0.963	19871	289.68759342301945	601901	0.33	669	50	58558	None
AG-913-A06	72.08	0.14	Neural Network (Specific Model)	11	0.964	65195	298.1202651515151	976401	0.29	1056	36	129012	None
AG-435-A10	24.55	0.0	Neural Network (Specific Model)	11	0.965	14346	280.4858611825193	337874	0.28	389	38	30758	None
AG-435-C05	53.21	0.02	Neural Network (Specific Model)	11	0.968	18640	282.6600985221675	709363	0.29	812	62	44616	None
AG-435-B23	35.77	0.43	Neural Network (Specific Model)	11	0.965	21456	282.06832298136646	422235	0.3	483	34	44747	None
AG-912-P01	73.69	0.02	Neural Network (Specific Model)	11	0.963	64849	295.68404907975463	897301	0.29	978	43	157949	None
AG-435-F15	30.31	0.02	Neural Network (Specific Model)	11	0.948	12213	282.35	410047	0.3	460	46	56322	None
AG-435-E16	13.78	0.02	Neural Network (Specific Model)	11	0.961	14163	278.5578947368421	246983	0.3	285	23	31173	None
AG-913-B19	56.67	0.09	Neural Network (Specific Model)	11	0.965	33011	298.73588924387644	869994	0.3	939	48	107839	None
AG-913-E02	69.54	1.05	Gradient Boost (General Model)	11	0.961	59836	299.65575221238936	1054636	0.33	1130	41	201163	None
AG-913-E15	29.38	0.0	Neural Network (Specific Model)	11	0.962	31145	302.1824817518248	515192	0.33	548	29	56524	None
AG-913-J19	58.6	0.46	Neural Network (Specific Model)	11	0.961	25014	289.9001189060642	757945	0.3	841	53	50638	None
AG-913-K21	84.15	0.01	Neural Network (Specific Model)	11	0.965	104916	301.216170212766	1096755	0.3	1175	33	179179	None
AG-913-L05	49.9	0.03	Neural Network (Specific Model)	11	0.967	30113	288.46447368421053	677979	0.3	760	43	87860	None
AG-439-C02	60.98	0.46	Neural Network (Specific Model)	11	0.962	32130	293.04875406283855	841086	0.29	923	43	107773	None
AG-914-C18	9.37	0.65	Neural Network (Specific Model)	11	0.946	12485	293.2421052631579	175948	0.29	190	25	20072	None
AG-914-B23	62.76	0.03	Neural Network (Specific Model)	11	0.967	29052	286.6506602641056	738656	0.3	833	50	72668	None
AG-914-D21	63.73	0.09	Neural Network (Specific Model)	11	0.966	59014	297.5389447236181	732702	0.3	796	40	159494	None
AG-439-J06	24.06	0.04	Neural Network (Specific Model)	11	0.94	23151	289.6324200913242	403844	0.31	438	35	93932	None
AG-439-P04	57.0	0.01	Neural Network (Specific Model)	11	0.968	20831	294.1182634730539	606576	0.31	668	43	67863	None
AG-915-J14	41.75	0.04	Neural Network (Specific Model)	11	0.964	30003	283.15712187958883	598039	0.3	681	42	185329	None
AG-915-L05	62.61	0.05	Neural Network (Specific Model)	11	0.963	102497	309.9655172413793	838060	0.3	870	14	267212	None
AG-917-F14	71.58	0.05	Neural Network (Specific Model)	11	0.963	61491	299.54185022026434	843996	0.3	908	29	98897	None
AG-430-A20	73.75	0.0	Neural Network (Specific Model)	11	0.959	39387	300.6764199655766	1090333	0.33	1162	53	70888	None
AG-430-F10	82.13	0.05	Neural Network (Specific Model)	11	0.963	49332	296.0108459869848	847299	0.3	922	35	129462	None
AG-426-M15	77.57	0.39	Neural Network (Specific Model)	11	0.961	48700	298.29388942774005	957303	0.3	1031	38	191801	None
AG-911-B19	49.98	0.0	Neural Network (Specific Model)	11	0.962	21576	288.62084592145015	593731	0.29	662	48	44407	None
AG-426-K21	69.18	0.12	Neural Network (Specific Model)	11	0.964	59195	296.70485436893205	948541	0.33	1030	47	147034	None
AG-911-J20	74.13	0.05	Neural Network (Specific Model)	11	0.965	81860	295.1683778234086	890741	0.3	974	25	216079	None
AG-430-D17	68.07	0.02	Neural Network (Specific Model)	11	0.959	36681	291.3046875	813824	0.29	896	40	72025	None
AG-911-J07	84.42	0.01	Neural Network (Specific Model)	11	0.968	132575	296.6393289841566	983210	0.3	1073	15	268902	None
AG-911-I23	83.34	0.16	Neural Network (Specific Model)	11	0.966	76182	304.98233809924307	1122339	0.29	1189	33	195550	None
AG-430-G07	25.7	0.08	Neural Network (Specific Model)	11	0.963	15559	281.5130260521042	435945	0.29	499	50	37672	None
AG-430-G21	75.57	0.04	Neural Network (Specific Model)	11	0.961	47739	297.7684824902724	952813	0.29	1028	42	96944	None
AG-430-I15	83.63	0.02	Neural Network (Specific Model)	11	0.966	63456	298.22771403353926	1045918	0.28	1133	28	283124	None
AG-430-J08	75.66	0.67	Gradient Boost (General Model)	11	0.967	37403	297.1271282633371	809926	0.3	881	37	71832	None
AG-430-G14	84.88	0.04	Neural Network (Specific Model)	11	0.964	112814	299.6825095057034	978207	0.3	1052	27	243942	None
AG-430-J07	82.6	0.04	Neural Network (Specific Model)	11	0.962	39863	294.13145539906105	973546	0.29	1065	44	105691	None
AG-430-I02	40.49	0.03	Neural Network (Specific Model)	11	0.959	18513	277.41050583657585	444354	0.3	514	38	48405	None
AG-430-I13	80.81	0.0	Neural Network (Specific Model)	11	0.969	67917	300.2985685071575	906054	0.29	978	29	200720	None
AG-430-I06	77.58	0.01	Neural Network (Specific Model)	11	0.963	76877	302.0344827586207	924715	0.3	986	27	128991	None
AG-912-D13	63.86	0.29	Gradient Boost (General Model)	11	0.959	58668	299.6686507936508	942422	0.32	1008	34	118761	None
AG-912-E13	73.68	0.01	Neural Network (Specific Model)	11	0.962	37491	302.32476875642345	914654	0.3	973	40	113943	None
AG-430-J10	23.79	0.0	Neural Network (Specific Model)	11	0.96	19858	274.93055555555554	246357	0.3	288	24	49726	None
AG-912-G22	84.37	0.04	Neural Network (Specific Model)	11	0.965	272648	303.32725832012676	1186957	0.29	1262	15	421787	None
AG-912-I14	41.46	0.0	Neural Network (Specific Model)	11	0.964	22587	277.6257088846881	455187	0.3	529	39	40313	None
AG-430-J09	30.05	0.02	Neural Network (Specific Model)	11	0.961	20074	294.7855787476281	483645	0.29	527	47	58766	None
AG-912-J15	74.23	0.0	Neural Network (Specific Model)	11	0.97	102160	296.7102908277405	817371	0.3	894	18	182012	None
AG-430-K23	44.8	0.2	Neural Network (Specific Model)	11	0.963	18228	269.07739938080493	539132	0.29	646	48	35897	None
AG-912-J18	42.6	0.02	Neural Network (Specific Model)	11	0.962	30576	300.10370370370373	503977	0.3	540	36	92710	None
AG-430-O14	36.43	0.32	Neural Network (Specific Model)	11	0.966	29377	280.93727598566306	485171	0.29	558	37	108454	None
AG-430-L04	38.91	0.34	Neural Network (Specific Model)	11	0.97	27769	286.5418181818182	485608	0.3	550	32	109549	None
AG-912-I23	22.17	0.15	Neural Network (Specific Model)	11	0.952	9518	289.8278008298755	439041	0.33	482	58	22679	None
AG-912-J22	60.33	0.12	Neural Network (Specific Model)	11	0.965	48559	294.87959866220734	819880	0.3	897	31	99242	None
AG-430-P22	29.96	0.02	Neural Network (Specific Model)	11	0.969	13815	274.08196721311475	361259	0.3	427	37	30366	None
AG-435-B13	14.39	0.0	Neural Network (Specific Model)	11	0.968	19904	277.20359281437123	143127	0.29	167	11	70343	None
AG-912-O18	45.05	0.0	Neural Network (Specific Model)	11	0.964	71071	280.94117647058823	533024	0.3	612	15	109038	None
AG-912-M03	7.41	0.07	Neural Network (Specific Model)	11	0.978	6604	253.0	97375	0.29	126	16	18140	None
AG-435-A20	28.22	0.14	Neural Network (Specific Model)	11	0.963	16205	278.9165009940358	435874	0.29	503	36	37215	None
AG-912-O20	38.01	0.09	Neural Network (Specific Model)	11	0.958	25467	293.6178451178451	544442	0.3	594	43	56122	None
AG-435-C13	61.2	0.04	Gradient Boost (General Model)	11	0.963	25988	289.1105463786531	706191	0.29	787	46	78694	None
AG-435-C11	53.88	0.21	Neural Network (Specific Model)	11	0.965	19566	288.4020486555698	698246	0.29	781	57	61949	None
AG-435-B20	42.31	0.01	Neural Network (Specific Model)	11	0.96	17815	295.6142857142857	451577	0.29	490	34	48383	None
AG-912-N07	48.22	0.11	Neural Network (Specific Model)	11	0.966	42160	295.4209702660407	584397	0.29	639	21	94706	None
AG-913-A05	69.2	0.0	Neural Network (Specific Model)	11	0.965	49908	303.34497816593887	861288	0.29	916	42	120318	None
AG-912-O02	41.82	0.02	Neural Network (Specific Model)	11	0.968	33630	305.67790262172286	504124	0.3	534	36	67977	None
AG-435-C08	15.39	0.0	Neural Network (Specific Model)	11	0.967	15422	294.40221402214024	246631	0.29	271	27	37305	None
AG-435-D17	36.72	0.0	Neural Network (Specific Model)	11	0.958	21395	297.72188139059307	454224	0.31	489	37	45090	None
AG-435-D23	24.37	0.02	Neural Network (Specific Model)	11	0.966	13907	288.05841121495325	381467	0.29	428	43	37127	None
AG-913-A15	32.28	0.02	Neural Network (Specific Model)	11	0.965	72881	301.5510638297872	439348	0.3	470	24	164278	None
AG-435-D13	40.25	0.01	Neural Network (Specific Model)	11	0.965	26562	291.434628975265	511117	0.3	566	31	125031	None
AG-913-C18	56.67	0.16	Neural Network (Specific Model)	11	0.966	54847	300.01807228915663	771230	0.29	830	40	104033	None
AG-435-F14	30.8	0.02	Neural Network (Specific Model)	11	0.959	15603	305.5807086614173	484156	0.29	508	46	40948	None
AG-435-F22	25.57	0.01	Neural Network (Specific Model)	11	0.959	12459	288.46530612244896	440678	0.28	490	41	63079	None
AG-913-D05	51.6	0.08	Neural Network (Specific Model)	11	0.969	30198	314.6397058823529	659977	0.29	680	30	139867	None
AG-435-E07	28.61	0.74	Neural Network (Specific Model)	11	0.965	11935	295.80340264650283	484896	0.29	529	54	28095	None
AG-435-E14	59.82	0.06	Neural Network (Specific Model)	11	0.961	24801	280.812865497076	747877	0.29	855	51	67125	None
AG-435-K05	19.74	0.03	Neural Network (Specific Model)	11	0.946	10229	263.8337801608579	310820	0.3	373	40	25902	None
AG-435-J18	71.44	0.0	Neural Network (Specific Model)	11	0.963	54345	294.56609195402297	955973	0.28	1044	45	113434	None
AG-435-N11	13.53	0.0	Neural Network (Specific Model)	11	0.964	10031	284.90673575129534	170670	0.3	193	22	23700	None
AG-435-N15	68.06	0.44	Neural Network (Specific Model)	11	0.962	29102	292.4878306878307	859305	0.28	945	50	65421	None
AG-435-N03	52.94	0.5	Neural Network (Specific Model)	11	0.967	33310	294.6603351955307	816048	0.28	895	54	67331	None
AG-913-L15	15.0	0.0	Neural Network (Specific Model)	11	0.978	5652	267.98936170212767	153893	0.3	188	28	14673	None
