OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0001241	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA	N	Cell motility	2	222	0.009009009009009009
OG0001241	COG1216	Glycosyltransferase, GT2 family	WcaE	G	Carbohydrate transport and metabolism	198	222	0.8918918918918919
OG0001242	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ	E	Amino acid transport and metabolism	222	222	1
OG0001243	COG3246	Uncharacterized conserved protein, DUF849 family	NA	S	Function unknown	222	222	1
OG0001244	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	I	Lipid transport and metabolism	221	221	1
OG0001246	COG3751	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	EGL9	J	Translation, ribosomal structure and biogenesis	1	219	0.0045662100456621
OG0001248	COG0314	Molybdopterin synthase catalytic subunit MoaE	MoaE	H	Coenzyme transport and metabolism	216	216	1
OG0001249	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	200	215	0.9302325581395349
OG0001249	COG1088	dTDP-D-glucose 4,6-dehydratase	RfbB	M	Cell wall/membrane/envelope biogenesis	12	215	0.05581395348837209
OG0001250	COG0521	Molybdopterin adenylyltransferase MoaB/MogA	MoaB	H	Coenzyme transport and metabolism	214	214	1
OG0001252	COG2258	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	YiiM	F	Nucleotide transport and metabolism	84	213	0.39436619718309857
OG0001252	COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	YcbX	F	Nucleotide transport and metabolism	127	213	0.596244131455399
OG0001253	COG3492	Uncharacterized conserved protein, DUF1244 family	NA	S	Function unknown	213	213	1
OG0001254	COG1977	Molybdopterin synthase sulfur carrier subunit MoaD	MoaD	H	Coenzyme transport and metabolism	152	212	0.71698113207547165
OG0001255	COG0315	Molybdenum cofactor biosynthesis enzyme MoaC	MoaC	H	Coenzyme transport and metabolism	212	212	1
OG0001257	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	RbsB	G	Carbohydrate transport and metabolism	211	211	1
OG0001259	COG0303	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	MoeA	H	Coenzyme transport and metabolism	209	210	0.9952380952380953
OG0001260	COG1030	Membrane-bound serine protease NfeD, ClpP class	NfeD	O	Posttranslational modification, protein turnover, chaperones	2	210	0.009523809523809525
OG0001260	COG2943	Membrane glycosyltransferase	MdoH	M	Cell wall/membrane/envelope biogenesis	1	210	0.004761904761904762
OG0001260	COG5393	Uncharacterized membrane protein YqjE	YqjE	S	Function unknown	8	210	0.0380952380952381
OG0001261	COG0001	Glutamate-1-semialdehyde aminotransferase	HemL	H	Coenzyme transport and metabolism	1	209	0.004784688995215311
OG0001261	COG0189	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	LysX	E	Amino acid transport and metabolism	4	209	0.019138755980861243
OG0001261	COG0439	Biotin carboxylase	AccC	I	Lipid transport and metabolism	9	209	0.0430622009569378
OG0001261	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	3	209	0.014354066985645933
OG0001261	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI	J	Translation, ribosomal structure and biogenesis	2	209	0.009569377990430622
OG0001261	COG0458	Carbamoylphosphate synthase large subunit	CarB	E	Amino acid transport and metabolism	2	209	0.009569377990430622
OG0001261	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	PdxI	H	Coenzyme transport and metabolism	34	209	0.16267942583732056
OG0001261	COG1453	Predicted oxidoreductase of the aldo/keto reductase family	NA	R	General function prediction only	19	209	0.09090909090909091
OG0001261	COG1670	Protein N-acetyltransferase, RimJ/RimL family	RimL	J	Translation, ribosomal structure and biogenesis	68	209	0.3253588516746411
OG0001261	COG1861	Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family	SpsF	M	Cell wall/membrane/envelope biogenesis	5	209	0.023923444976076555
OG0001261	COG2232	Pyrrolysine biosynthesis ligase PylC and related enzymes, ATP-grasp superfamily	PylC	E	Amino acid transport and metabolism	1	209	0.004784688995215311
OG0001261	COG3919	Predicted ATP-dependent carboligase, ATP-grasp superfamily	NA	R	General function prediction only	15	209	0.07177033492822966
OG0001262	COG2008	Threonine aldolase	GLY1	E	Amino acid transport and metabolism	209	209	1
OG0001263	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	207	209	0.9904306220095693
OG0001266	COG3419	Type IV pilus tip-associated adhesin PilY1	PilY1	N	Cell motility	203	206	0.9854368932038835
OG0001267	COG0400	Palmitoyl-CoA esterase	YpfH	R	General function prediction only	30	205	0.14634146341463414
OG0001267	COG0627	S-formylglutathione hydrolase FrmB	FrmB	V	Defense mechanisms	1	205	0.004878048780487805
OG0001267	COG0657	Acetyl esterase/lipase	Aes	I	Lipid transport and metabolism	1	205	0.004878048780487805
OG0001267	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	DAP2	E	Amino acid transport and metabolism	96	205	0.4682926829268293
OG0001267	COG1647	Esterase/lipase	YvaK	Q	Secondary metabolites biosynthesis, transport and catabolism	18	205	0.08780487804878048
OG0001267	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	PldB	I	Lipid transport and metabolism	10	205	0.04878048780487805
OG0001267	COG2382	Enterochelin esterase or related enzyme	Fes	P	Inorganic ion transport and metabolism	1	205	0.004878048780487805
OG0001267	COG4099	Predicted peptidase	NA	R	General function prediction only	3	205	0.014634146341463415
OG0001268	COG0404	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	E	Amino acid transport and metabolism	204	204	1
OG0001269	COG2957	Agmatine/peptidylarginine deiminase	AguA	E	Amino acid transport and metabolism	204	204	1
OG0001270	COG5470	Uncharacterized conserved protein, DUF1330 family	NA	S	Function unknown	14	204	0.06862745098039216
OG0001271	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	1	199	0.005025125628140704
OG0001271	COG2520	tRNA G37 N1-methylase Trm5	Trm5	J	Translation, ribosomal structure and biogenesis	1	199	0.005025125628140704
OG0001271	COG4076	Predicted RNA methylase	NA	R	General function prediction only	1	199	0.005025125628140704
OG0001272	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA	P	Inorganic ion transport and metabolism	1	199	0.005025125628140704
OG0001272	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	RbsB	G	Carbohydrate transport and metabolism	198	199	0.9949748743718593
OG0001275	COG3803	Uncharacterized conserved protein, DUF924 family	NA	S	Function unknown	195	195	1
OG0001276	COG3769	Mannosyl-3-phosphoglycerate phosphatase YedP/MpgP, HAD superfamily	YedP	G	Carbohydrate transport and metabolism	193	194	0.9948453608247423
OG0001277	COG3206	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	GumC	M	Cell wall/membrane/envelope biogenesis	1	193	0.0051813471502590676
OG0001277	COG3944	Capsular polysaccharide biosynthesis protein YveK	YveK	M	Cell wall/membrane/envelope biogenesis	3	193	0.015544041450777202
OG0001277	COG3966	Poly-D-alanine transfer protein DltD, involved in esterification of teichoic acids	DltD	M	Cell wall/membrane/envelope biogenesis	10	193	0.05181347150259067
OG0001278	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	DoxX	S	Function unknown	192	193	0.9948186528497409
OG0001280	COG0513	Superfamily II DNA and RNA helicase	SrmB	L	Replication, recombination and repair	176	190	0.9263157894736842
OG0001280	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	HepA	K	Transcription	12	190	0.06315789473684211
OG0001281	COG3408	Glycogen debranching enzyme (alpha-1,6-glucosidase)	GDB1	G	Carbohydrate transport and metabolism	189	190	0.9947368421052631
OG0001282	COG4454	Uncharacterized copper-binding protein, cupredoxin-like subfamily	NA	R	General function prediction only	189	189	1
OG0001283	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	GlpC	C	Energy production and conversion	189	189	1
OG0001284	COG1629	Outer membrane receptor protein, Fe transport	CirA	P	Inorganic ion transport and metabolism	5	189	0.026455026455026454
OG0001284	COG2956	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	LapB	M	Cell wall/membrane/envelope biogenesis	67	189	0.3544973544973545
OG0001284	COG3188	Outer membrane usher protein FimD/PapC	FimD	N	Cell motility	2	189	0.010582010582010581
OG0001284	COG4235	Cytochrome c-type biogenesis protein CcmH/NrfG	NrfG	C	Energy production and conversion	81	189	0.42857142857142855
OG0001284	COG4771	Outer membrane receptor for ferrienterochelin and colicins	FepA	P	Inorganic ion transport and metabolism	2	189	0.010582010582010581
OG0001284	COG4775	Outer membrane protein assembly factor BamA	BamA	M	Cell wall/membrane/envelope biogenesis	3	189	0.015873015873015872
OG0001284	COG4783	Periplasmic chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	BepA	M	Cell wall/membrane/envelope biogenesis	2	189	0.010582010582010581
OG0001284	COG5338	Uncharacterized conserved protein	NA	S	Function unknown	3	189	0.015873015873015872
OG0001284	COG5571	Secreted esterase EstA, contains T5SS autotransporter beta-barrel domain	EstA	U	Intracellular trafficking, secretion, and vesicular transport	11	189	0.0582010582010582
OG0001285	COG3386	Sugar lactone lactonase YvrE	YvrE	G	Carbohydrate transport and metabolism	187	187	1
OG0001286	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD	C	Energy production and conversion	186	187	0.9946524064171123
OG0001287	COG3751	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	EGL9	J	Translation, ribosomal structure and biogenesis	31	185	0.16756756756756758
OG0001287	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	59	185	0.31891891891891894
OG0001288	COG1526	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	FdhD	C	Energy production and conversion	185	185	1
OG0001289	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	MobA	H	Coenzyme transport and metabolism	184	185	0.9945945945945946
OG0001290	COG0692	Uracil-DNA glycosylase	Ung	L	Replication, recombination and repair	1	183	0.00546448087431694
OG0001290	COG2205	K+-sensing histidine kinase KdpD	KdpD	T	Signal transduction mechanisms	6	183	0.03278688524590164
OG0001291	COG2717	Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	MsrQ	C	Energy production and conversion	183	183	1
OG0001292	COG3166	Type II secretion system/type IV pilus alignment protein GspM/PulM/PilN	GspM/PilN	N	Cell motility	1	183	0.00546448087431694
OG0001292	COG3167	Type II secretion system/type IV pilus alignment protein PilO	PilO	N	Cell motility	151	183	0.825136612021858
OG0001293	COG2165	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	GspO/PilD	N	Cell motility	3	183	0.01639344262295082
OG0001293	COG4967	Type IV pilus minor pilin/pseudopilin PilV	PilV	N	Cell motility	136	183	0.7431693989071039
OG0001293	COG4970	Type IV pilus assembly protein FimT or FimU	FimT	N	Cell motility	6	183	0.03278688524590164
OG0001294	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	MmsB	I	Lipid transport and metabolism	181	182	0.9945054945054945
OG0001295	COG2041	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	MsrP	C	Energy production and conversion	182	182	1
OG0001296	COG0037	tRNA-C32 2-thiocytidine or tRNA(Ile)-C34 C2-lysylcytidine synthase TtcA/TilS/MesJ	TtcA	J	Translation, ribosomal structure and biogenesis	40	181	0.22099447513812154
OG0001296	COG0107	Imidazole glycerol phosphate synthase subunit HisF	HisF	E	Amino acid transport and metabolism	1	181	0.0055248618784530384
OG0001296	COG0171	NH3-dependent NAD+ synthetase	NadE	H	Coenzyme transport and metabolism	2	181	0.011049723756906077
OG0001296	COG0175	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	CysH	E	Amino acid transport and metabolism	10	181	0.055248618784530384
OG0001296	COG0301	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	ThiI	H	Coenzyme transport and metabolism	1	181	0.0055248618784530384
OG0001296	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	4	181	0.022099447513812154
OG0001296	COG1365	Predicted ATPase, PP-loop superfamily	NA	R	General function prediction only	16	181	0.08839779005524862
OG0001296	COG1606	ATP-utilizing enzyme, PP-loop superfamily	NA	R	General function prediction only	1	181	0.0055248618784530384
OG0001297	COG3665	Uncharacterized conserved protein YcgI, DUF1989 family	YcgI	S	Function unknown	181	181	1
OG0001298	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	TadA	J	Translation, ribosomal structure and biogenesis	178	180	0.9888888888888889
OG0001299	COG3491	Isopenicillin N synthase and related dioxygenases	PcbC	Q	Secondary metabolites biosynthesis, transport and catabolism	179	179	1
OG0001300	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	RfbC	M	Cell wall/membrane/envelope biogenesis	178	178	1
OG0001301	COG3369	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type	NA	S	Function unknown	178	178	1
OG0001302	COG0620	Methionine synthase II (cobalamin-independent)	MetE	E	Amino acid transport and metabolism	177	177	1
OG0001303	COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	PhnO	K	Transcription	67	177	0.3785310734463277
OG0001303	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI	J	Translation, ribosomal structure and biogenesis	86	177	0.4858757062146893
OG0001303	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family	ArgA	E	Amino acid transport and metabolism	6	177	0.03389830508474576
OG0001304	COG2010	Cytochrome c, mono- and diheme variants	CccA	C	Energy production and conversion	176	177	0.9943502824858758
OG0001304	COG3474	Cytochrome c2	Cyc7	C	Energy production and conversion	1	177	0.005649717514124294
OG0001305	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	WecE	M	Cell wall/membrane/envelope biogenesis	175	175	1
OG0001306	COG0006	Xaa-Pro aminopeptidase	PepP	E	Amino acid transport and metabolism	175	175	1
OG0001307	COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	FcbT3	Q	Secondary metabolites biosynthesis, transport and catabolism	174	174	1
OG0001308	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	EamA	E	Amino acid transport and metabolism	172	174	0.9885057471264368
OG0001310	COG2351	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	HiuH	F	Nucleotide transport and metabolism	113	173	0.653179190751445
OG0001311	COG1397	ADP-ribosylglycohydrolase	DraG	O	Posttranslational modification, protein turnover, chaperones	153	173	0.884393063583815
OG0001311	COG5185	Chromosome segregation protein NDC80, interacts with SMC proteins	HEC1	D	Cell cycle control, cell division, chromosome partitioning	10	173	0.057803468208092484
OG0001312	COG3502	Uncharacterized conserved protein, DUF952 family	NA	S	Function unknown	171	171	1
OG0001313	COG5467	Uncharacterized conserved protein, DUF1476 domain	NA	S	Function unknown	171	171	1
OG0001314	COG1287	Asparagine N-glycosylation enzyme, membrane subunit Stt3	Stt3	O	Posttranslational modification, protein turnover, chaperones	1	170	0.0058823529411764705
OG0001315	COG3031	Type II secretion system/type IV pili GspC/PulC/PilP protein, contains PDZ domain	GspC/PilP	N	Cell motility	8	169	0.047337278106508875
OG0001315	COG3168	Type IV pilus assembly protein PilP	PilP	N	Cell motility	2	169	0.011834319526627219
OG0001316	COG1200	RecG-like helicase	RecG	L	Replication, recombination and repair	1	169	0.005917159763313609
OG0001316	COG1512	Uncharacterized membrane protein YgcG, contains a TPM-fold domain	YgcG	S	Function unknown	2	169	0.011834319526627219
